TransactionId,CardId,Date,ValutaDate,Amount,Currency,OriginalAmount,OriginalCurrency,MerchantName,MerchantPlace,MerchantCountry,StateType,Details,Type,Exchange Rate
TRX2025020600000012,404703AB01CD2002,2025-02-06 19:01:00,2025-02-07 00:00:00,53.180,CHF,53.180,CHF,Wagamama,London,CHE,BOOKED,Wagamama,merchant,1.000000
TRX2025020700000013,404703AB01CD2002,2025-02-07 15:28:00,2025-02-08 00:00:00,31.610,CHF,31.610,CHF,Lidl Schweiz,Winterthur,CHE,BOOKED,Lidl Schweiz,merchant,1.000000
TRX2025021700000014,404703AB01CD2002,2025-02-17 13:51:00,2025-02-18 00:00:00,68.230,CHF,68.230,CHF,H & M,Zurich,CHE,BOOKED,H & M,merchant,1.000000
TRX2025021900000015,404703AB01CD2002,2025-02-19 06:00:00,2025-02-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025022000000016,404703AB01CD2002,2025-02-20 10:14:00,2025-02-21 00:00:00,40.490,CHF,40.490,CHF,Coop,Zurich,CHE,BOOKED,Coop,merchant,1.000000
TRX2025022100000017,404703AB01CD2002,2025-02-21 09:00:00,2025-02-22 00:00:00,394.780,CHF,394.780,CHF,Autohaus Meier,Uster,CHE,BOOKED,AUTOHAUS MEIER SERVICE,merchant,1.000000
TRX2025022700000018,404703AB01CD2002,2025-02-27 20:26:00,2025-02-28 00:00:00,35.340,CHF,35.340,CHF,Cinema Corso,Zurich,CHE,BOOKED,Cinema Corso,merchant,1.000000
TRX2025022800000019,404703AB01CD2002,2025-02-28 20:47:00,2025-03-01 00:00:00,9.070,CHF,9.070,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025030500000020,404703AB01CD2002,2025-03-05 13:53:00,2025-03-06 00:00:00,155.340,CHF,155.340,CHF,Zalando,,CHE,BOOKED,Zalando,merchant,1.000000
TRX2025030700000021,404703AB01CD2002,2025-03-07 14:30:00,2025-03-08 00:00:00,121.530,CHF,121.530,CHF,Optiker Muller,Zurich,CHE,BOOKED,Optiker Muller,merchant,1.000000
TRX2025031000000022,404703AB01CD2002,2025-03-10 13:00:00,2025-03-11 00:00:00,55.420,CHF,55.420,CHF,Migros,Zurich,CHE,BOOKED,Migros,merchant,1.000000
TRX2025031000000023,404703AB01CD2002,2025-03-10 15:14:00,2025-03-11 00:00:00,8.650,CHF,8.650,CHF,Cafe Central,Zurich,CHE,BOOKED,Cafe Central,merchant,1.000000
TRX2025031100000024,404703AB01CD2002,2025-03-11 12:21:00,2025-03-12 00:00:00,107.070,CHF,107.070,CHF,Zalando,,CHE,BOOKED,Zalando,merchant,1.000000
TRX2025031100000025,404703AB01CD2002,2025-03-11 19:29:00,2025-03-12 00:00:00,26.430,CHF,26.430,CHF,Kletterhalle Gaswerk,Uster,CHE,BOOKED,Kletterhalle Gaswerk,merchant,1.000000
TRX2025031300000026,404703AB01CD2002,2025-03-13 17:30:00,2025-03-14 00:00:00,93.480,CHF,93.480,CHF,Socar Tankstelle,Uster,CHE,BOOKED,SOCAR ENERGY SWITZERLAND,merchant,1.000000
TRX2025031900000027,404703AB01CD2002,2025-03-19 06:00:00,2025-03-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025032400000028,404703AB01CD2002,2025-03-24 08:54:00,2025-03-25 00:00:00,39.200,CHF,39.200,CHF,Uber Trip,Zurich,CHE,BOOKED,Uber Trip,merchant,1.000000
TRX2025032800000029,404703AB01CD2002,2025-03-28 19:39:00,2025-03-29 00:00:00,35.700,CHF,35.700,CHF,Wagamama,London,CHE,BOOKED,Wagamama,merchant,1.000000
TRX2025040800000030,404703AB01CD2002,2025-04-08 14:57:00,2025-04-09 00:00:00,13.210,CHF,13.210,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025041100000031,404703AB01CD2002,2025-04-11 14:27:00,2025-04-12 00:00:00,57.770,CHF,57.770,CHF,Manor,Zurich,CHE,BOOKED,Manor,merchant,1.000000
TRX2025041200000032,404703AB01CD2002,2025-04-12 14:20:00,2025-04-13 00:00:00,264.000,CHF,264.000,CHF,Manor,Zurich,CHE,BOOKED,MANOR AG ZUERICH,merchant,1.000000
TRX2025041400000033,404703AB01CD2002,2025-04-14 16:12:00,2025-04-15 00:00:00,22.570,CHF,22.570,CHF,Parkhaus Hohe Promenade,Zurich,CHE,BOOKED,Parkhaus Hohe Promenade,merchant,1.000000
TRX2025041900000034,404703AB01CD2002,2025-04-19 06:00:00,2025-04-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025042100000035,404703AB01CD2002,2025-04-21 12:30:00,2025-04-22 00:00:00,37.830,CHF,37.830,CHF,Kunsthaus Zurich,Zurich,CHE,BOOKED,Kunsthaus Zurich,merchant,1.000000
TRX2025042600000036,404703AB01CD2002,2025-04-26 11:01:00,2025-04-27 00:00:00,7.940,CHF,7.940,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025042700000037,404703AB01CD2002,2025-04-27 20:01:00,2025-04-28 00:00:00,24.710,CHF,24.710,CHF,Doener Kebab Haus,Zurich,CHE,BOOKED,Doener Kebab Haus,merchant,1.000000
TRX2025050500000038,404703AB01CD2002,2025-05-05 20:38:00,2025-05-06 00:00:00,28.420,CHF,28.420,CHF,Denner,Zurich,CHE,BOOKED,Denner,merchant,1.000000
TRX2025051200000039,404703AB01CD2002,2025-05-12 14:01:00,2025-05-13 00:00:00,75.200,CHF,75.200,CHF,H & M,Zurich,CHE,BOOKED,H & M,merchant,1.000000
TRX2025051300000040,404703AB01CD2002,2025-05-13 13:08:00,2025-05-14 00:00:00,12.460,CHF,12.460,CHF,Volg,Uster,CHE,BOOKED,Volg,merchant,1.000000
TRX2025051300000041,404703AB01CD2002,2025-05-13 17:30:00,2025-05-14 00:00:00,101.790,CHF,101.790,CHF,Socar Tankstelle,Uster,CHE,BOOKED,SOCAR ENERGY SWITZERLAND,merchant,1.000000
TRX2025051600000042,404703AB01CD2002,2025-05-16 17:37:00,2025-05-17 00:00:00,29.370,CHF,29.370,CHF,Wagamama,London,CHE,BOOKED,Wagamama,merchant,1.000000
TRX2025051800000043,404703AB01CD2002,2025-05-18 08:52:00,2025-05-19 00:00:00,35.890,CHF,35.890,CHF,Pizzeria Napoli,Zurich,CHE,BOOKED,Pizzeria Napoli,merchant,1.000000
TRX2025051900000044,404703AB01CD2002,2025-05-19 06:00:00,2025-05-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025051900000045,404703AB01CD2002,2025-05-19 10:52:00,2025-05-20 00:00:00,24.530,CHF,24.530,CHF,Doener Kebab Haus,Zurich,CHE,BOOKED,Doener Kebab Haus,merchant,1.000000
TRX2025051900000046,404703AB01CD2002,2025-05-19 19:29:00,2025-05-20 00:00:00,32.070,CHF,32.070,CHF,Aldi Suisse,Winterthur,CHE,BOOKED,Aldi Suisse,merchant,1.000000
TRX2025052000000047,404703AB01CD2002,2025-05-20 14:07:00,2025-05-21 00:00:00,101.220,CHF,101.220,CHF,Galaxus,Zurich,CHE,BOOKED,Galaxus,merchant,1.000000
TRX2025052000000048,404703AB01CD2002,2025-05-20 17:40:00,2025-05-21 00:00:00,38.400,CHF,38.400,CHF,Decathlon,Zurich,CHE,BOOKED,Decathlon,merchant,1.000000
TRX2025060200000049,404703AB01CD2002,2025-06-02 17:09:00,2025-06-03 00:00:00,11.580,CHF,11.580,CHF,Starbucks,Zurich,CHE,BOOKED,Starbucks,merchant,1.000000
TRX2025060300000050,404703AB01CD2002,2025-06-03 13:19:00,2025-06-04 00:00:00,28.300,CHF,28.300,CHF,Uber Trip,Zurich,CHE,BOOKED,Uber Trip,merchant,1.000000
TRX2025060500000051,404703AB01CD2002,2025-06-05 18:50:00,2025-06-06 00:00:00,55.700,CHF,55.700,CHF,Pizzeria Napoli,Zurich,CHE,BOOKED,Pizzeria Napoli,merchant,1.000000
TRX2025060600000052,404703AB01CD2002,2025-06-06 16:45:00,2025-06-07 00:00:00,412.350,CHF,412.350,CHF,Hornbach,Dietikon,CHE,BOOKED,HORNBACH BAUMARKT,merchant,1.000000
TRX2025060900000053,404703AB01CD2002,2025-06-09 13:33:00,2025-06-10 00:00:00,89.000,CHF,89.000,CHF,Fitnesspark Zurich,Zurich,CHE,BOOKED,Fitnesspark Zurich,merchant,1.000000
TRX2025061400000054,404703AB01CD2002,2025-06-14 13:07:00,2025-06-15 00:00:00,22.950,CHF,22.950,CHF,Hallenbad Oerlikon,Zurich,CHE,BOOKED,Hallenbad Oerlikon,merchant,1.000000
TRX2025061500000055,404703AB01CD2002,2025-06-15 18:54:00,2025-06-16 00:00:00,44.280,CHF,44.280,CHF,Lidl Schweiz,Winterthur,CHE,BOOKED,Lidl Schweiz,merchant,1.000000
TRX2025061600000056,404703AB01CD2002,2025-06-16 11:57:00,2025-06-17 00:00:00,33.190,CHF,33.190,CHF,Cinema Corso,Zurich,CHE,BOOKED,Cinema Corso,merchant,1.000000
TRX2025061900000057,404703AB01CD2002,2025-06-19 06:00:00,2025-06-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025062700000058,404703AB01CD2002,2025-06-27 11:59:00,2025-06-28 00:00:00,55.090,CHF,55.090,CHF,Lidl Schweiz,Winterthur,CHE,BOOKED,Lidl Schweiz,merchant,1.000000
TRX2025062800000059,404703AB01CD2002,2025-06-28 17:34:00,2025-06-29 00:00:00,137.350,CHF,137.350,CHF,Optiker Muller,Zurich,CHE,BOOKED,Optiker Muller,merchant,1.000000
TRX2025070600000060,404703AB01CD2002,2025-07-06 11:37:00,2025-07-07 00:00:00,112.840,CHF,112.840,CHF,Coop,Zurich,CHE,BOOKED,Coop,merchant,1.000000
TRX2025071100000061,404703AB01CD2002,2025-07-11 16:40:00,2025-07-12 00:00:00,29.180,CHF,29.180,CHF,Wagamama,London,CHE,BOOKED,Wagamama,merchant,1.000000
TRX2025071300000062,404703AB01CD2002,2025-07-13 17:30:00,2025-07-14 00:00:00,96.660,CHF,96.660,CHF,Socar Tankstelle,Uster,CHE,BOOKED,SOCAR ENERGY SWITZERLAND,merchant,1.000000
TRX2025071500000063,404703AB01CD2002,2025-07-15 12:08:00,2025-07-16 00:00:00,33.100,CHF,33.100,CHF,H & M,Zurich,CHE,BOOKED,H & M,merchant,1.000000
TRX2025071500000064,404703AB01CD2002,2025-07-15 20:49:00,2025-07-16 00:00:00,35.580,CHF,35.580,CHF,Denner,Zurich,CHE,BOOKED,Denner,merchant,1.000000
TRX2025071700000065,404703AB01CD2002,2025-07-17 20:03:00,2025-07-18 00:00:00,9.400,CHF,9.400,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025071800000066,404703AB01CD2002,2025-07-18 12:07:00,2025-07-19 00:00:00,10.690,CHF,10.690,CHF,Starbucks,Zurich,CHE,BOOKED,Starbucks,merchant,1.000000
TRX2025071800000067,404703AB01CD2002,2025-07-18 19:52:00,2025-07-19 00:00:00,57.820,CHF,57.820,CHF,Migros,Zurich,CHE,BOOKED,Migros,merchant,1.000000
TRX2025071900000068,404703AB01CD2002,2025-07-19 06:00:00,2025-07-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025072100000069,404703AB01CD2002,2025-07-21 19:03:00,2025-07-22 00:00:00,15.860,CHF,15.860,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025072700000070,404703AB01CD2002,2025-07-27 08:26:00,2025-07-28 00:00:00,30.490,CHF,30.490,CHF,Pizzeria Napoli,Zurich,CHE,BOOKED,Pizzeria Napoli,merchant,1.000000
TRX2025080700000071,404703AB01CD2002,2025-08-07 10:29:00,2025-08-08 00:00:00,45.930,CHF,45.930,CHF,Migros,Zurich,CHE,BOOKED,Migros,merchant,1.000000
TRX2025081300000072,404703AB01CD2002,2025-08-13 13:28:00,2025-08-14 00:00:00,52.040,CHF,52.040,CHF,Restaurant Krone,Zurich,CHE,BOOKED,Restaurant Krone,merchant,1.000000
TRX2025081300000073,404703AB01CD2002,2025-08-13 15:10:00,2025-08-14 00:00:00,35.660,CHF,35.660,CHF,Kunsthaus Zurich,Zurich,CHE,BOOKED,Kunsthaus Zurich,merchant,1.000000
TRX2025081900000074,404703AB01CD2002,2025-08-19 06:00:00,2025-08-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025082000000075,404703AB01CD2002,2025-08-20 15:16:00,2025-08-21 00:00:00,30.840,CHF,30.840,CHF,Aldi Suisse,Winterthur,CHE,BOOKED,Aldi Suisse,merchant,1.000000
TRX2025082100000076,404703AB01CD2002,2025-08-21 09:00:00,2025-08-22 00:00:00,610.460,CHF,610.460,CHF,Autohaus Meier,Uster,CHE,BOOKED,AUTOHAUS MEIER SERVICE,merchant,1.000000
TRX2025082600000077,404703AB01CD2002,2025-08-26 08:30:00,2025-08-27 00:00:00,28.790,CHF,28.790,CHF,Kunsthaus Zurich,Zurich,CHE,BOOKED,Kunsthaus Zurich,merchant,1.000000
TRX2025082700000078,404703AB01CD2002,2025-08-27 11:03:00,2025-08-28 00:00:00,16.050,CHF,16.050,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025090100000079,404703AB01CD2002,2025-09-01 12:47:00,2025-09-02 00:00:00,31.820,CHF,31.820,CHF,Aldi Suisse,Winterthur,CHE,BOOKED,Aldi Suisse,merchant,1.000000
TRX2025090300000080,404703AB01CD2002,2025-09-03 14:25:00,2025-09-04 00:00:00,89.000,CHF,89.000,CHF,Fitnesspark Zurich,Zurich,CHE,BOOKED,Fitnesspark Zurich,merchant,1.000000
TRX2025090800000081,404703AB01CD2002,2025-09-08 11:05:00,2025-09-09 00:00:00,23.800,CHF,23.800,CHF,Kiosk am Bahnhof,Uster,CHE,BOOKED,KIOSK AM BAHNHOF,merchant,1.000000
TRX2025091300000082,404703AB01CD2002,2025-09-13 15:16:00,2025-09-14 00:00:00,104.460,CHF,104.460,CHF,Coop,Zurich,CHE,BOOKED,Coop,merchant,1.000000
TRX2025091300000083,404703AB01CD2002,2025-09-13 17:30:00,2025-09-14 00:00:00,81.590,CHF,81.590,CHF,Socar Tankstelle,Uster,CHE,BOOKED,SOCAR ENERGY SWITZERLAND,merchant,1.000000
TRX2025091600000084,404703AB01CD2002,2025-09-16 19:00:00,2025-09-17 00:00:00,32.890,CHF,32.890,CHF,Decathlon,Zurich,CHE,BOOKED,Decathlon,merchant,1.000000
TRX2025091700000085,404703AB01CD2002,2025-09-17 15:10:00,2025-09-18 00:00:00,103.810,CHF,103.810,CHF,Coop,Zurich,CHE,BOOKED,Coop,merchant,1.000000
TRX2025091900000086,404703AB01CD2002,2025-09-19 06:00:00,2025-09-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025092400000087,404703AB01CD2002,2025-09-24 10:10:00,2025-09-25 00:00:00,27.670,CHF,27.670,CHF,Denner,Zurich,CHE,BOOKED,Denner,merchant,1.000000
TRX2025092500000088,404703AB01CD2002,2025-09-25 08:59:00,2025-09-26 00:00:00,8.190,CHF,8.190,CHF,Starbucks,Zurich,CHE,BOOKED,Starbucks,merchant,1.000000
TRX2025092700000089,404703AB01CD2002,2025-09-27 12:18:00,2025-09-28 00:00:00,112.640,CHF,112.640,CHF,Restaurant Krone,Zurich,CHE,BOOKED,Restaurant Krone,merchant,1.000000
TRX2025100600000090,404703AB01CD2002,2025-10-06 15:28:00,2025-10-07 00:00:00,33.010,CHF,33.010,CHF,SBB CFF FFS,Zurich,CHE,BOOKED,SBB CFF FFS,merchant,1.000000
TRX2025100600000091,404703AB01CD2002,2025-10-06 20:03:00,2025-10-07 00:00:00,31.490,CHF,31.490,CHF,Volg,Uster,CHE,BOOKED,Volg,merchant,1.000000
TRX2025100700000092,404703AB01CD2002,2025-10-07 20:26:00,2025-10-08 00:00:00,26.450,CHF,26.450,CHF,Cinema Corso,Zurich,CHE,BOOKED,Cinema Corso,merchant,1.000000
TRX2025100900000093,404703AB01CD2002,2025-10-09 13:44:00,2025-10-10 00:00:00,13.470,CHF,13.470,CHF,Backerei Hofer Bakery,Uster,CHE,BOOKED,Backerei Hofer Bakery,merchant,1.000000
TRX2025100900000094,404703AB01CD2002,2025-10-09 20:11:00,2025-10-10 00:00:00,47.260,CHF,47.260,CHF,Lidl Schweiz,Winterthur,CHE,BOOKED,Lidl Schweiz,merchant,1.000000
TRX2025101900000095,404703AB01CD2002,2025-10-19 06:00:00,2025-10-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025102300000096,404703AB01CD2002,2025-10-23 08:39:00,2025-10-24 00:00:00,29.760,CHF,29.760,CHF,Parkhaus Hohe Promenade,Zurich,CHE,BOOKED,Parkhaus Hohe Promenade,merchant,1.000000
TRX2025102400000097,404703AB01CD2002,2025-10-24 09:24:00,2025-10-25 00:00:00,8.780,CHF,8.780,CHF,Starbucks,Zurich,CHE,BOOKED,Starbucks,merchant,1.000000
TRX2025102400000098,404703AB01CD2002,2025-10-24 19:31:00,2025-10-25 00:00:00,53.880,CHF,53.880,CHF,Aldi Suisse,Winterthur,CHE,BOOKED,Aldi Suisse,merchant,1.000000
TRX2025102500000099,404703AB01CD2002,2025-10-25 14:04:00,2025-10-26 00:00:00,58.440,CHF,58.440,CHF,Wagamama,London,CHE,BOOKED,Wagamama,merchant,1.000000
TRX2025110100000100,404703AB01CD2002,2025-11-01 11:50:00,2025-11-02 00:00:00,63.320,CHF,63.320,CHF,Stadt Apotheke,Zurich,CHE,BOOKED,Stadt Apotheke,merchant,1.000000
TRX2025110300000101,404703AB01CD2002,2025-11-03 16:02:00,2025-11-04 00:00:00,15.760,CHF,15.760,CHF,Doener Kebab Haus,Zurich,CHE,BOOKED,Doener Kebab Haus,merchant,1.000000
TRX2025110700000102,404703AB01CD2002,2025-11-07 14:06:00,2025-11-08 00:00:00,56.940,CHF,56.940,CHF,Coop,Zurich,CHE,BOOKED,Coop,merchant,1.000000
TRX2025110700000103,404703AB01CD2002,2025-11-07 20:23:00,2025-11-08 00:00:00,38.250,CHF,38.250,CHF,Pizzeria Napoli,Zurich,CHE,BOOKED,Pizzeria Napoli,merchant,1.000000
TRX2025110900000104,404703AB01CD2002,2025-11-09 14:26:00,2025-11-10 00:00:00,14.490,CHF,14.490,CHF,Volg,Uster,CHE,BOOKED,Volg,merchant,1.000000
TRX2025110900000105,404703AB01CD2002,2025-11-09 14:35:00,2025-11-10 00:00:00,21.950,CHF,21.950,CHF,Kunsthaus Zurich,Zurich,CHE,BOOKED,Kunsthaus Zurich,merchant,1.000000
TRX2025111000000106,404703AB01CD2002,2025-11-10 19:17:00,2025-11-11 00:00:00,105.200,CHF,105.200,CHF,Galaxus,Zurich,CHE,BOOKED,Galaxus,merchant,1.000000
TRX2025111300000107,404703AB01CD2002,2025-11-13 17:30:00,2025-11-14 00:00:00,100.010,CHF,100.010,CHF,Socar Tankstelle,Uster,CHE,BOOKED,SOCAR ENERGY SWITZERLAND,merchant,1.000000
TRX2025111500000108,404703AB01CD2002,2025-11-15 08:56:00,2025-11-16 00:00:00,28.970,CHF,28.970,CHF,Kletterhalle Gaswerk,Uster,CHE,BOOKED,Kletterhalle Gaswerk,merchant,1.000000
TRX2025111800000109,404703AB01CD2002,2025-11-18 13:24:00,2025-11-19 00:00:00,28.120,CHF,28.120,CHF,Cinema Corso,Zurich,CHE,BOOKED,Cinema Corso,merchant,1.000000
TRX2025111900000110,404703AB01CD2002,2025-11-19 06:00:00,2025-11-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025120500000111,404703AB01CD2002,2025-12-05 15:06:00,2025-12-06 00:00:00,37.260,CHF,37.260,CHF,dm-drogerie markt,Zurich,CHE,BOOKED,dm-drogerie markt,merchant,1.000000
TRX2025121000000112,404703AB01CD2002,2025-12-10 16:50:00,2025-12-11 00:00:00,10.870,CHF,10.870,CHF,Parkhaus Hohe Promenade,Zurich,CHE,BOOKED,Parkhaus Hohe Promenade,merchant,1.000000
TRX2025121500000113,404703AB01CD2002,2025-12-15 08:16:00,2025-12-16 00:00:00,114.220,CHF,114.220,CHF,Decathlon,Zurich,CHE,BOOKED,Decathlon,merchant,1.000000
TRX2025121500000114,404703AB01CD2002,2025-12-15 14:17:00,2025-12-16 00:00:00,34.330,CHF,34.330,CHF,Volg,Uster,CHE,BOOKED,Volg,merchant,1.000000
TRX2025121500000115,404703AB01CD2002,2025-12-15 15:29:00,2025-12-16 00:00:00,41.680,CHF,41.680,CHF,Aldi Suisse,Winterthur,CHE,BOOKED,Aldi Suisse,merchant,1.000000
TRX2025121500000116,404703AB01CD2002,2025-12-15 19:11:00,2025-12-16 00:00:00,46.630,CHF,46.630,CHF,Lidl Schweiz,Winterthur,CHE,BOOKED,Lidl Schweiz,merchant,1.000000
TRX2025121600000117,404703AB01CD2002,2025-12-16 11:34:00,2025-12-17 00:00:00,17.290,CHF,17.290,CHF,Uber Trip,Zurich,CHE,BOOKED,Uber Trip,merchant,1.000000
TRX2025121600000118,404703AB01CD2002,2025-12-16 19:05:00,2025-12-17 00:00:00,18.900,CHF,18.900,CHF,Doener Kebab Haus,Zurich,CHE,BOOKED,Doener Kebab Haus,merchant,1.000000
TRX2025121900000119,404703AB01CD2002,2025-12-19 06:00:00,2025-12-20 00:00:00,22.500,CHF,22.500,CHF,OpenAI,,CHE,BOOKED,OPENAI *CHATGPT SUBSCR,merchant,1.000000
TRX2025122700000120,404703AB01CD2002,2025-12-27 10:00:00,2025-12-28 00:00:00,318.000,CHF,318.000,CHF,Europcar,Zurich,CHE,BOOKED,EUROPCAR AUTOVERMIETUNG,merchant,1.000000
TRX2025122800000121,404703AB01CD2002,2025-12-28 17:40:00,2025-12-29 00:00:00,18.020,CHF,18.020,CHF,Volg,Uster,CHE,BOOKED,Volg,merchant,1.000000
TRX2025123100000099,404703AB01CD2002,2025-12-30 10:00:00,2025-12-31 00:00:00,55.000,CHF,55.000,CHF,Coop,Zurich,CHE,PENDING,Coop pending,merchant,1.000000
